LAUS Code,State,County,County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
CN3103500000000,31,035,"Clay County, NE",May-22,3286,3226,60,1.80000000
CN3103700000000,31,037,"Colfax County, NE",May-22,5800,5706,94,1.60000000
CN3103900000000,31,039,"Cuming County, NE",May-22,5019,4942,77,1.50000000
CN3104100000000,31,041,"Custer County, NE",May-22,6437,6343,94,1.50000000
CN3104300000000,31,043,"Dakota County, NE",May-22,10999,10777,222,2.00000000
CN3104500000000,31,045,"Dawes County, NE",May-22,5154,5066,88,1.70000000
CN3104700000000,31,047,"Dawson County, NE",May-22,13694,13422,272,2.00000000
CN3104900000000,31,049,"Deuel County, NE",May-22,986,968,18,1.80000000
CN3105100000000,31,051,"Dixon County, NE",May-22,3049,2999,50,1.60000000
CN3105300000000,31,053,"Dodge County, NE",May-22,20467,20087,380,1.90000000
CN3105500000000,31,055,"Douglas County, NE",May-22,309735,302932,6803,2.20000000
CN3105700000000,31,057,"Dundy County, NE",May-22,1175,1157,18,1.50000000
CN3105900000000,31,059,"Fillmore County, NE",May-22,3310,3260,50,1.50000000
CN3106100000000,31,061,"Franklin County, NE",May-22,1525,1494,31,2.00000000
CN3106300000000,31,063,"Frontier County, NE",May-22,1609,1581,28,1.70000000
CN3106500000000,31,065,"Furnas County, NE",May-22,2635,2592,43,1.60000000
CN3106700000000,31,067,"Gage County, NE",May-22,11101,10884,217,2.00000000
CN3106900000000,31,069,"Garden County, NE",May-22,1159,1138,21,1.80000000
CN3107100000000,31,071,"Garfield County, NE",May-22,1152,1133,19,1.60000000
CN3107300000000,31,073,"Gosper County, NE",May-22,1203,1187,16,1.30000000
CN3107500000000,31,075,"Grant County, NE",May-22,433,428,5,1.20000000
CN3107700000000,31,077,"Greeley County, NE",May-22,1282,1257,25,2.00000000
CN3107900000000,31,079,"Hall County, NE",May-22,32426,31606,820,2.50000000
CN3108100000000,31,081,"Hamilton County, NE",May-22,4868,4770,98,2.00000000
CN3108300000000,31,083,"Harlan County, NE",May-22,1858,1828,30,1.60000000
CN3108500000000,31,085,"Hayes County, NE",May-22,638,630,8,1.30000000
CN3108700000000,31,087,"Hitchcock County, NE",May-22,1341,1313,28,2.10000000
CN3108900000000,31,089,"Holt County, NE",May-22,5808,5726,82,1.40000000
CN3109100000000,31,091,"Hooker County, NE",May-22,458,448,10,2.20000000
CN3109300000000,31,093,"Howard County, NE",May-22,3471,3380,91,2.60000000
CN3109500000000,31,095,"Jefferson County, NE",May-22,4263,4205,58,1.40000000
CN3109700000000,31,097,"Johnson County, NE",May-22,2031,1987,44,2.20000000
CN3109900000000,31,099,"Kearney County, NE",May-22,3873,3813,60,1.50000000
CN3110100000000,31,101,"Keith County, NE",May-22,4672,4596,76,1.60000000
CN3110300000000,31,103,"Keya Paha County, NE",May-22,618,609,9,1.50000000
CN3110500000000,31,105,"Kimball County, NE",May-22,1959,1931,28,1.40000000
CN3110700000000,31,107,"Knox County, NE",May-22,4807,4735,72,1.50000000
CN3110900000000,31,109,"Lancaster County, NE",May-22,182502,179055,3447,1.90000000
CN3111100000000,31,111,"Lincoln County, NE",May-22,18553,18231,322,1.70000000
CN3111300000000,31,113,"Logan County, NE",May-22,472,463,9,1.90000000
CN3111500000000,31,115,"Loup County, NE",May-22,413,404,9,2.20000000
CN3111700000000,31,117,"McPherson County, NE",May-22,433,427,6,1.40000000
CN3111900000000,31,119,"Madison County, NE",May-22,20141,19815,326,1.60000000
CN3112100000000,31,121,"Merrick County, NE",May-22,4153,4069,84,2.00000000
CN3112300000000,31,123,"Morrill County, NE",May-22,2668,2621,47,1.80000000
CN3112500000000,31,125,"Nance County, NE",May-22,2001,1971,30,1.50000000
CN3112700000000,31,127,"Nemaha County, NE",May-22,3688,3614,74,2.00000000
CN3112900000000,31,129,"Nuckolls County, NE",May-22,2539,2496,43,1.70000000
CN3113100000000,31,131,"Otoe County, NE",May-22,8704,8539,165,1.90000000
CN3113300000000,31,133,"Pawnee County, NE",May-22,1531,1510,21,1.40000000
CN3113500000000,31,135,"Perkins County, NE",May-22,1887,1859,28,1.50000000
CN3113700000000,31,137,"Phelps County, NE",May-22,5015,4936,79,1.60000000
CN3113900000000,31,139,"Pierce County, NE",May-22,4225,4160,65,1.50000000
CN3114100000000,31,141,"Platte County, NE",May-22,18514,18193,321,1.70000000
CN3114300000000,31,143,"Polk County, NE",May-22,2992,2944,48,1.60000000
CN3114500000000,31,145,"Red Willow County, NE",May-22,5911,5809,102,1.70000000
CN3114700000000,31,147,"Richardson County, NE",May-22,4357,4288,69,1.60000000
